,INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
235835,I162041974,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,469,Y,2016-05-28 23:19:00,2016,5,Saturday,23,Part One,WALK HILL ST,42.27791465,-71.09452937,"(42.27791465, -71.09452937)"
236096,I162041694,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,257,Y,2016-05-28 01:35:00,2016,5,Saturday,1,Part One,HANCOCK ST,42.314019,-71.06547605,"(42.31401900, -71.06547605)"
236434,I162041316,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,476,Y,2016-05-26 19:29:00,2016,5,Thursday,19,Part One,BLUE HILL AVE,42.27065695,-71.09377841,"(42.27065695, -71.09377841)"
236688,I162041040,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A7,27,Y,2016-05-25 23:19:00,2016,5,Wednesday,23,Part One,SUMNER ST,42.37056795,-71.04360194,"(42.37056795, -71.04360194)"
238381,I162039242,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",B3,438,Y,2016-05-19 21:51:00,2016,5,Thursday,21,Part One,SOUTHERN AVE,42.29000873,-71.07580876,"(42.29000873, -71.07580876)"
238469,I162039152,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,329,Y,2016-05-19 17:07:00,2016,5,Thursday,17,Part One,BLUE HILL AVE,42.30938437,-71.08262277,"(42.30938437, -71.08262277)"
238932,I162038639,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D4,168,Y,2016-05-17 22:16:00,2016,5,Tuesday,22,Part One,SHAWMUT AVE,42.33965205,-71.07455503,"(42.33965205, -71.07455503)"
239527,I162038029,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,399,Y,2016-05-15 23:13:00,2016,5,Sunday,23,Part One,WALTON ST,42.28724944,-71.07076867,"(42.28724944, -71.07076867)"
239528,I162038029,423,Aggravated Assault,ASSAULT - AGGRAVATED,C11,399,Y,2016-05-15 23:13:00,2016,5,Sunday,23,Part One,WALTON ST,42.28724944,-71.07076867,"(42.28724944, -71.07076867)"
239764,I162037770,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,318,Y,2016-05-14 22:47:00,2016,5,Saturday,22,Part One,SEAVER ST,42.30878855,-71.09055618,"(42.30878855, -71.09055618)"
239783,I162037747,1402,Vandalism,VANDALISM,B2,909,Y,2016-05-14 21:57:00,2016,5,Saturday,21,Part Two,CABOT ST,42.333382,-71.08745421,"(42.33338200, -71.08745421)"
239784,I162037747,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,909,Y,2016-05-14 21:57:00,2016,5,Saturday,21,Part One,CABOT ST,42.333382,-71.08745421,"(42.33338200, -71.08745421)"
239785,I162037747,3115,Investigate Person,INVESTIGATE PERSON,B2,909,Y,2016-05-14 21:57:00,2016,5,Saturday,21,Part Three,CABOT ST,42.333382,-71.08745421,"(42.33338200, -71.08745421)"
240064,I162037458,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,436,Y,2016-05-13 18:36:00,2016,5,Friday,18,Part One,WASHINGTON ST,42.28908473,-71.07122181,"(42.28908473, -71.07122181)"
240065,I162037458,423,Aggravated Assault,ASSAULT - AGGRAVATED,C11,436,Y,2016-05-13 18:36:00,2016,5,Friday,18,Part One,WASHINGTON ST,42.28908473,-71.07122181,"(42.28908473, -71.07122181)"
240066,I162037458,1402,Vandalism,VANDALISM,C11,436,Y,2016-05-13 18:36:00,2016,5,Friday,18,Part Two,WASHINGTON ST,42.28908473,-71.07122181,"(42.28908473, -71.07122181)"
241315,I162036099,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,320,Y,2016-05-09 15:48:00,2016,5,Monday,15,Part One,GEORGIA ST,42.30976163,-71.08386431,"(42.30976163, -71.08386431)"
241528,I162035873,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,427,Y,2016-05-08 16:59:00,2016,5,Sunday,16,Part One,NORFOLK ST,42.27818669,-71.09047287,"(42.27818669, -71.09047287)"
242735,I162034516,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,402,Y,2016-05-03 21:47:00,2016,5,Tuesday,21,Part One,BAILEY ST,42.28466568,-71.06602188,"(42.28466568, -71.06602188)"
243807,I162033354,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E18,503,Y,2016-04-29 20:14:00,2016,4,Friday,20,Part One,CANTERBURY ST,42.28475704,-71.10961809,"(42.28475704, -71.10961809)"
244060,I162033066,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,183,Y,2016-04-28 18:20:00,2016,4,Thursday,18,Part One,DUDLEY ST,42.32136484,-71.0722067,"(42.32136484, -71.07220670)"
244256,I162032844,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E13,303,Y,2016-04-27 22:54:00,2016,4,Wednesday,22,Part One,WALNUT PARK,42.31591905,-71.09691295,"(42.31591905, -71.09691295)"
244849,I162032243,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,184,Y,2016-04-25 22:52:00,2016,4,Monday,22,Part One,GROOM ST,42.32019753,-71.06641761,"(42.32019753, -71.06641761)"
245688,I162031365,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E5,941,Y,2016-04-22 23:13:00,2016,4,Friday,23,Part One,ARCHDALE RD,42.2917221,-71.1196546,"(42.29172210, -71.11965460)"
245757,I162031289,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,332,Y,2016-04-22 18:04:00,2016,4,Friday,18,Part One,HANCOCK ST,42.31424792,-71.06560782,"(42.31424792, -71.06560782)"
245921,I162031116,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D14,801,Y,2016-04-22 02:37:00,2016,4,Friday,2,Part One,HARVARD AVE,42.35486542,-71.13259322,"(42.35486542, -71.13259322)"
245962,I162031072,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A15,900,Y,2016-04-21 21:32:00,2016,4,Thursday,21,Part One,MCNULTY CT,42.37808452,-71.05784115,"(42.37808452, -71.05784115)"
246400,I162030585,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E13,307,Y,2016-04-20 11:19:00,2016,4,Wednesday,11,Part One,WALNUT PARK,42.31534411,-71.09584709,"(42.31534411, -71.09584709)"
250029,I162026728,423,Aggravated Assault,ASSAULT - AGGRAVATED,C6,194,Y,2016-04-06 22:24:00,2016,4,Wednesday,22,Part One,DEXTER ST,42.33034412,-71.05695721,"(42.33034412, -71.05695721)"
250150,I162026598,1501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",B3,476,Y,2016-04-06 14:29:00,2016,4,Wednesday,14,Part Two,BLUE HILL AVE,42.26817397,-71.09387677,"(42.26817397, -71.09387677)"
250151,I162026598,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,476,Y,2016-04-06 14:29:00,2016,4,Wednesday,14,Part One,BLUE HILL AVE,42.26817397,-71.09387677,"(42.26817397, -71.09387677)"
250152,I162026598,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B3,476,Y,2016-04-06 14:29:00,2016,4,Wednesday,14,Part Two,BLUE HILL AVE,42.26817397,-71.09387677,"(42.26817397, -71.09387677)"
252902,I162023617,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",B3,422,Y,2016-03-27 02:11:00,2016,3,Sunday,2,Part One,RIVER ST,42.27133005,-71.08299865,"(42.27133005, -71.08299865)"
252903,I162023617,3125,Warrant Arrests,WARRANT ARREST,B3,422,Y,2016-03-27 02:11:00,2016,3,Sunday,2,Part Three,RIVER ST,42.27133005,-71.08299865,"(42.27133005, -71.08299865)"
252904,I162023617,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,422,Y,2016-03-27 02:11:00,2016,3,Sunday,2,Part Two,RIVER ST,42.27133005,-71.08299865,"(42.27133005, -71.08299865)"
253626,I162022863,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,329,Y,2016-03-24 13:19:00,2016,3,Thursday,13,Part One,DEVON ST,42.30812619,-71.07692974,"(42.30812619, -71.07692974)"
253718,I162022759,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,326,Y,2016-03-24 03:16:00,2016,3,Thursday,3,Part One,BLUE HILL AVE,42.31404391,-71.07917986,"(42.31404391, -71.07917986)"
253998,I162022446,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E13,577,Y,2016-03-22 23:33:00,2016,3,Tuesday,23,Part Three,SCHOOL ST,42.31550475,-71.10051479,"(42.31550475, -71.10051479)"
253999,I162022446,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E13,577,Y,2016-03-22 23:33:00,2016,3,Tuesday,23,Part One,SCHOOL ST,42.31550475,-71.10051479,"(42.31550475, -71.10051479)"
254028,I162022418,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",A7,14,Y,2016-03-22 22:29:00,2016,3,Tuesday,22,Part One,WORDSWORTH ST,42.38492212,-71.0174635,"(42.38492212, -71.01746350)"
254554,I162021886,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,308,Y,2016-03-21 03:07:00,2016,3,Monday,3,Part One,HUMBOLDT AVE,42.31788029,-71.0862988,"(42.31788029, -71.08629880)"
255432,I162020921,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,439,Y,2016-03-17 17:24:00,2016,3,Thursday,17,Part One,BLUE HILL AVE,42.28987906,-71.08948844,"(42.28987906, -71.08948844)"
256105,I162020182,3201,Property Lost,PROPERTY - LOST,C6,210,Y,2016-03-15 13:14:00,2016,3,Tuesday,13,Part Three,D ST,42.34454105,-71.04416497,"(42.34454105, -71.04416497)"
258602,I162017441,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,292,Y,2016-03-05 14:21:00,2016,3,Saturday,14,Part One,NORFOLK ST,42.32872796,-71.09108826,"(42.32872796, -71.09108826)"
261919,I162013862,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,356,Y,2016-02-21 16:29:00,2016,2,Sunday,16,Part One,DORCHESTER AVE,42.30028028,-71.06015261,"(42.30028028, -71.06015261)"
261920,I162013862,2662,Ballistics,BALLISTICS EVIDENCE/FOUND,C11,356,Y,2016-02-21 16:29:00,2016,2,Sunday,16,Part Two,DORCHESTER AVE,42.30028028,-71.06015261,"(42.30028028, -71.06015261)"
262313,I162013434,3115,Investigate Person,INVESTIGATE PERSON,B3,441,Y,2016-02-20 03:30:00,2016,2,Saturday,3,Part Three,WALES ST,42.2947672,-71.08380506,"(42.29476720, -71.08380506)"
262314,I162013434,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,441,Y,2016-02-20 03:30:00,2016,2,Saturday,3,Part One,WALES ST,42.2947672,-71.08380506,"(42.29476720, -71.08380506)"
262315,I162013434,423,Aggravated Assault,ASSAULT - AGGRAVATED,B3,441,Y,2016-02-20 03:30:00,2016,2,Saturday,3,Part One,WALES ST,42.2947672,-71.08380506,"(42.29476720, -71.08380506)"
264155,I162011468,371,Robbery,ROBBERY - HOME INVASION,B2,289,Y,2016-02-12 10:00:00,2016,2,Friday,10,Part One,SCHROEDER PLZ,42.33367922,-71.09187755,"(42.33367922, -71.09187755)"
264156,I162011468,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,289,Y,2016-02-12 10:00:00,2016,2,Friday,10,Part One,SCHROEDER PLZ,42.33367922,-71.09187755,"(42.33367922, -71.09187755)"
264157,I162011468,423,Aggravated Assault,ASSAULT - AGGRAVATED,B2,289,Y,2016-02-12 10:00:00,2016,2,Friday,10,Part One,SCHROEDER PLZ,42.33367922,-71.09187755,"(42.33367922, -71.09187755)"
265822,I162009661,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,C11,356,Y,2016-02-05 02:37:00,2016,2,Friday,2,Part Two,GENEVA AVE,42.29848866,-71.06313294,"(42.29848866, -71.06313294)"
265925,I162009550,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",B2,318,Y,2016-02-04 17:46:00,2016,2,Thursday,17,Part One,BROOKLEDGE ST,42.30956305,-71.08990197,"(42.30956305, -71.08990197)"
265926,I162009550,3125,Warrant Arrests,WARRANT ARREST,B2,318,Y,2016-02-04 17:46:00,2016,2,Thursday,17,Part Three,BROOKLEDGE ST,42.30956305,-71.08990197,"(42.30956305, -71.08990197)"
266463,I162008969,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,180,Y,2016-02-02 16:40:00,2016,2,Tuesday,16,Part One,BLUE HILL AVE,42.3252158,-71.07492178,"(42.32521580, -71.07492178)"
267735,I162007640,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,416,Y,2016-01-29 00:33:00,2016,1,Friday,0,Part One,FAIRMOUNT ST,42.28104853,-71.0720644,"(42.28104853, -71.07206440)"
268293,I162007065,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",C11,400,Y,2016-01-27 01:39:00,2016,1,Wednesday,1,Part One,WASHINGTON ST,42.28581121,-71.07115483,"(42.28581121, -71.07115483)"
268708,I162006622,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,441,Y,2016-01-25 14:38:00,2016,1,Monday,14,Part One,NIGHTINGALE ST,42.29540175,-71.08237834,"(42.29540175, -71.08237834)"
270012,I162005173,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,298,Y,2016-01-19 20:19:00,2016,1,Tuesday,20,Part One,REGENT ST,42.32317285,-71.08773656,"(42.32317285, -71.08773656)"
270013,I162005173,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B2,298,Y,2016-01-19 20:19:00,2016,1,Tuesday,20,Part Two,REGENT ST,42.32317285,-71.08773656,"(42.32317285, -71.08773656)"
270014,I162005173,1844,Drug Violation,DRUGS - POSS CLASS C,B2,298,Y,2016-01-19 20:19:00,2016,1,Tuesday,20,Part Two,REGENT ST,42.32317285,-71.08773656,"(42.32317285, -71.08773656)"
270096,I162005087,3109,Police Service Incidents,SERVICE TO OTHER PD INSIDE OF MA.,A7,29,Y,2016-01-19 14:28:00,2016,1,Tuesday,14,Part Three,SUMNER ST,42.36884343,-71.03967544,"(42.36884343, -71.03967544)"
270616,I162004526,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,326,Y,2016-01-17 12:17:00,2016,1,Sunday,12,Part One,FAYSTON ST,42.3126054,-71.07624159,"(42.31260540, -71.07624159)"
270700,I162004418,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,351,Y,2016-01-16 22:05:00,2016,1,Saturday,22,Part One,GENEVA AVE,42.2991807,-71.06429139,"(42.29918070, -71.06429139)"
271229,I162003848,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,312,Y,2016-01-14 21:32:00,2016,1,Thursday,21,Part One,HAROLD ST,42.31594507,-71.09043142,"(42.31594507, -71.09043142)"
271494,I162003560,3125,Warrant Arrests,WARRANT ARREST,B2,593,Y,2016-01-13 19:36:00,2016,1,Wednesday,19,Part Three,FENWOOD RD,42.33511654,-71.10767674,"(42.33511654, -71.10767674)"
271495,I162003560,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",B2,593,Y,2016-01-13 19:36:00,2016,1,Wednesday,19,Part One,FENWOOD RD,42.33511654,-71.10767674,"(42.33511654, -71.10767674)"
272400,I162002573,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",A7,16,Y,2016-01-10 01:36:00,2016,1,Sunday,1,Part One,FALCON ST,42.38196242,-71.0318446,"(42.38196242, -71.03184460)"
272503,I162002449,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,428,Y,2016-01-09 16:07:00,2016,1,Saturday,16,Part One,BLUE HILL AVE,42.2832657,-71.09168904,"(42.28326570, -71.09168904)"
272874,I162002052,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,461,Y,2016-05-24 16:05:00,2016,5,Tuesday,16,Part One,MOUNT BOWDOIN TER,42.30338366,-71.07574685,"(42.30338366, -71.07574685)"
274679,I162000112,3130,Search Warrants,SEARCH WARRANT,B3,465,Y,2016-01-07 13:01:00,2016,1,Thursday,13,Part Three,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)"
274680,I162000112,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,465,Y,2016-01-07 13:01:00,2016,1,Thursday,13,Part One,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)"
274681,I162000112,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,465,Y,2016-01-07 13:01:00,2016,1,Thursday,13,Part Three,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)"
275019,I152107623,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A7,26,Y,2015-12-30 22:55:00,2015,12,Wednesday,22,Part One,DECATUR ST,42.37256958,-71.04017612,"(42.37256958, -71.04017612)"
275024,I152107617,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,444,Y,2015-12-30 21:53:00,2015,12,Wednesday,21,Part One,GLEASON ST,42.29755695,-71.08182045,"(42.29755695, -71.08182045)"
275409,I152107190,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",B3,427,Y,2015-12-29 08:47:00,2015,12,Tuesday,8,Part One,WILMORE ST,42.2779637,-71.09246318,"(42.27796370, -71.09246318)"
275410,I152107190,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,427,Y,2015-12-29 08:47:00,2015,12,Tuesday,8,Part One,WILMORE ST,42.2779637,-71.09246318,"(42.27796370, -71.09246318)"
275411,I152107190,1501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",B3,427,Y,2015-12-29 08:47:00,2015,12,Tuesday,8,Part Two,WILMORE ST,42.2779637,-71.09246318,"(42.27796370, -71.09246318)"
275412,I152107190,3125,Warrant Arrests,WARRANT ARREST,B3,427,Y,2015-12-29 08:47:00,2015,12,Tuesday,8,Part Three,WILMORE ST,42.2779637,-71.09246318,"(42.27796370, -71.09246318)"
275726,I152106846,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E18,481,Y,2015-12-27 20:22:00,2015,12,Sunday,20,Part One,ROSEWOOD ST,42.2676132,-71.09848676,"(42.26761320, -71.09848676)"
275942,I152106597,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E18,497,Y,2015-12-26 21:17:00,2015,12,Saturday,21,Part One,HARRISON AVE,42.33555954,-71.07436364,"(42.33555954, -71.07436364)"
275958,I152106575,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A15,900,Y,2015-12-26 20:33:00,2015,12,Saturday,20,Part One,BUNKER HILL ST,42.37847466,-71.06111453,"(42.37847466, -71.06111453)"
275966,I152106565,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,944,Y,2015-12-26 19:27:00,2015,12,Saturday,19,Part One,STRATTON ST,42.28881222,-71.08513152,"(42.28881222, -71.08513152)"
276148,I152106351,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,298,Y,2015-12-25 17:27:00,2015,12,Friday,17,Part One,CIRCUIT ST,42.32365518,-71.0851821,"(42.32365518, -71.08518210)"
276556,I152105891,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D4,156,Y,2015-12-23 18:19:00,2015,12,Wednesday,18,Part One,MASSACHUSETTS AVE,42.33903373,-71.07997273,"(42.33903373, -71.07997273)"
276592,I152105851,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E13,302,Y,2015-12-23 15:39:00,2015,12,Wednesday,15,Part One,CENTRE ST,42.32283759,-71.10096723,"(42.32283759, -71.10096723)"
277038,I152105346,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,297,Y,2015-12-21 21:46:00,2015,12,Monday,21,Part One,SHERMAN ST,42.32127341,-71.08287531,"(42.32127341, -71.08287531)"
277342,I152105038,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E13,583,Y,2015-12-20 21:41:00,2015,12,Sunday,21,Part One,ROUND HILL ST,42.32469169,-71.10618924,"(42.32469169, -71.10618924)"
277921,I152104401,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,911,Y,2015-12-18 16:00:00,2015,12,Friday,16,Part One,ANNUNCIATION RD,42.33506218,-71.09316781,"(42.33506218, -71.09316781)"
277922,I152104401,423,Aggravated Assault,ASSAULT - AGGRAVATED,B2,911,Y,2015-12-18 16:00:00,2015,12,Friday,16,Part One,ANNUNCIATION RD,42.33506218,-71.09316781,"(42.33506218, -71.09316781)"
277923,I152104401,1501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",B2,911,Y,2015-12-18 16:00:00,2015,12,Friday,16,Part Two,ANNUNCIATION RD,42.33506218,-71.09316781,"(42.33506218, -71.09316781)"
277924,I152104401,1504,Other,WEAPON - OTHER - OTHER VIOLATION,B2,911,Y,2015-12-18 16:00:00,2015,12,Friday,16,Part Two,ANNUNCIATION RD,42.33506218,-71.09316781,"(42.33506218, -71.09316781)"
277925,I152104401,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",B2,911,Y,2015-12-18 16:00:00,2015,12,Friday,16,Part One,ANNUNCIATION RD,42.33506218,-71.09316781,"(42.33506218, -71.09316781)"
277926,I152104401,3125,Warrant Arrests,WARRANT ARREST,B2,911,Y,2015-12-18 16:00:00,2015,12,Friday,16,Part Three,ANNUNCIATION RD,42.33506218,-71.09316781,"(42.33506218, -71.09316781)"
278388,I152103905,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,358,Y,2015-12-17 02:12:00,2015,12,Thursday,2,Part One,GENEVA AVE,42.29848866,-71.06313294,"(42.29848866, -71.06313294)"
278391,I152103899,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,911,Y,2015-12-17 00:45:00,2015,12,Thursday,0,Part One,PRENTISS ST,42.33380529,-71.09377598,"(42.33380529, -71.09377598)"
278418,I152103866,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D4,271,Y,2015-12-16 21:54:00,2015,12,Wednesday,21,Part One,WASHINGTON ST,42.3353741,-71.0783156,"(42.33537410, -71.07831560)"
278419,I152103866,3114,Investigate Property,INVESTIGATE PROPERTY,D4,271,Y,2015-12-16 21:54:00,2015,12,Wednesday,21,Part Three,WASHINGTON ST,42.3353741,-71.0783156,"(42.33537410, -71.07831560)"
278466,I152103817,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,435,Y,2015-12-16 17:59:00,2015,12,Wednesday,17,Part One,MOODY ST,42.28696997,-71.07210789,"(42.28696997, -71.07210789)"
278753,I152103493,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,460,Y,2015-12-15 16:32:00,2015,12,Tuesday,16,Part One,MORSE ST,42.30422029,-71.07840374,"(42.30422029, -71.07840374)"
278754,I152103493,1501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",C11,460,Y,2015-12-15 16:32:00,2015,12,Tuesday,16,Part Two,MORSE ST,42.30422029,-71.07840374,"(42.30422029, -71.07840374)"
278974,I152103255,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,261,Y,2015-12-14 20:00:00,2015,12,Monday,20,Part One,DUDLEY ST,42.32104169,-71.07215291,"(42.32104169, -71.07215291)"
279631,I152102506,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,427,Y,2015-12-12 02:10:00,2015,12,Saturday,2,Part One,FESSENDEN ST,42.27855984,-71.09199697,"(42.27855984, -71.09199697)"
279632,I152102506,3130,Search Warrants,SEARCH WARRANT,B3,427,Y,2015-12-12 02:10:00,2015,12,Saturday,2,Part Three,FESSENDEN ST,42.27855984,-71.09199697,"(42.27855984, -71.09199697)"
280232,I152101840,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",B3,437,Y,2015-12-09 20:19:00,2015,12,Wednesday,20,Part One,SOUTHERN AVE,42.28965721,-71.07728118,"(42.28965721, -71.07728118)"
280474,I152101582,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,794,Y,2015-12-09 02:45:00,2015,12,Wednesday,2,Part Three,HARVARD AVE,42.35204779,-71.13180684,"(42.35204779, -71.13180684)"
281339,I152100622,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,286,Y,2015-12-05 23:10:00,2015,12,Saturday,23,Part One,KERR WAY,42.33358389,-71.08554259,"(42.33358389, -71.08554259)"
281370,I152100585,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",C6,914,Y,2015-12-05 20:32:00,2015,12,Saturday,20,Part One,OLD COLONY AVE,42.32557398,-71.0524813,"(42.32557398, -71.05248130)"
281477,I152100461,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,329,Y,2015-12-05 12:54:00,2015,12,Saturday,12,Part One,COLUMBIA RD,42.30733393,-71.0763704,"(42.30733393, -71.07637040)"
282855,I152098897,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,289,Y,2015-11-30 12:19:00,2015,11,Monday,12,Part One,MALCOLM X BLVD,42.33087008,-71.08909494,"(42.33087008, -71.08909494)"
283002,I152098729,301,Robbery,ROBBERY - STREET,D4,171,Y,2015-11-29 14:45:00,2015,11,Sunday,14,Part One,HARRISON AVE,42.33555954,-71.07436364,"(42.33555954, -71.07436364)"
283710,I152097957,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",D4,624,Y,2015-11-26 02:00:00,2015,11,Thursday,2,Part One,YAWKEY WAY,42.34583312,-71.09845531,"(42.34583312, -71.09845531)"
283711,I152097957,3119,Firearm Discovery,FIREARM/WEAPON - FOUND OR CONFISCATED,D4,624,Y,2015-11-26 02:00:00,2015,11,Thursday,2,Part Three,YAWKEY WAY,42.34583312,-71.09845531,"(42.34583312, -71.09845531)"
283712,I152097957,3125,Warrant Arrests,WARRANT ARREST,D4,624,Y,2015-11-26 02:00:00,2015,11,Thursday,2,Part Three,YAWKEY WAY,42.34583312,-71.09845531,"(42.34583312, -71.09845531)"
283714,I152097955,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D14,796,Y,2015-11-26 01:55:00,2015,11,Thursday,1,Part One,BRIGHTON AVE,42.35283155,-71.13114273,"(42.35283155, -71.13114273)"
283715,I152097955,3114,Investigate Property,INVESTIGATE PROPERTY,D14,796,Y,2015-11-26 01:55:00,2015,11,Thursday,1,Part Three,BRIGHTON AVE,42.35283155,-71.13114273,"(42.35283155, -71.13114273)"
283716,I152097955,3125,Warrant Arrests,WARRANT ARREST,D14,796,Y,2015-11-26 01:55:00,2015,11,Thursday,1,Part Three,BRIGHTON AVE,42.35283155,-71.13114273,"(42.35283155, -71.13114273)"
