,Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
366471,2010-04-08 08:30:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Thursday,TENDERLOIN,NONE,0 Block of UNITEDNATIONS PZ,-122.41431222924,37.77983391835871
606053,2006-10-06 17:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,MISSION,NONE,16TH ST / POTRERO AV,-122.40753833231899,37.7657827544276
423768,2009-05-26 18:00:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Tuesday,CENTRAL,NONE,1300 Block of COLUMBUS AV,-122.418537074676,37.806151593561104
240372,2012-02-21 21:20:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,MISSION,NONE,1100 Block of VALENCIA ST,-122.42081767534599,37.754487822555106
254042,2011-12-12 23:40:00,ROBBERY,ROBBERY ON THE STREET WITH A KNIFE,Monday,PARK,NONE,1700 Block of FULTON ST,-122.445652525154,37.7759612670837
406306,2009-08-31 20:40:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,MISSION,NONE,1700 Block of FOLSOM ST,-122.415525556609,37.769470071800704
872744,2003-01-25 16:12:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,RICHMOND,NONE,100 Block of 15TH AV,-122.474381962778,37.7852831236677
722602,2005-02-13 14:00:00,ASSAULT,THREATS AGAINST LIFE,Sunday,MISSION,NONE,1300 Block of FLORIDA ST,-122.409767637153,37.75033347587421
234627,2012-03-21 19:35:00,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Wednesday,MISSION,"ARREST, BOOKED",3000 Block of 16TH ST,-122.421082850193,37.764910844225994
483071,2008-07-24 19:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,NONE,FOLSOM ST / 3RD ST,-122.39893271109501,37.7837848211584
328737,2010-10-23 20:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,NORTHERN,NONE,2200 Block of VANNESS AV,-122.423682814338,37.796204620956395
294347,2011-05-03 20:28:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Tuesday,TENDERLOIN,NONE,200 Block of LEAVENWORTH ST,-122.414081138014,37.7832767266062
428897,2009-04-29 15:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,CENTRAL,NONE,MASON ST / PINE ST,-122.410626812815,37.790880683394
632749,2006-05-21 03:55:00,NON-CRIMINAL,IMPOUNDED VEHICLE,Sunday,PARK,NONE,1000 Block of HAYES ST,-122.43368327951201,37.7755737116453
778478,2004-04-30 16:45:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Friday,MISSION,NONE,2100 Block of MARKET ST,-122.42978898698799,37.7666521474762
750065,2004-09-17 00:05:00,PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,Friday,NORTHERN,"ARREST, CITED",SUTTER ST / LARKIN ST,-122.41846774793801,37.787965256956795
152954,2013-05-03 17:50:00,VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Friday,BAYVIEW,"ARREST, CITED",400 Block of 25TH ST,-122.384402602201,37.75297493636421
114928,2013-10-29 19:05:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,SOUTHERN,NONE,600 Block of 2ND ST,-122.39123835272,37.7812532736369
647875,2006-03-07 19:20:00,ASSAULT,BATTERY,Tuesday,CENTRAL,"ARREST, BOOKED",600 Block of FILBERT ST,-122.410220142966,37.8013225692058
751191,2004-09-14 12:06:00,OTHER OFFENSES,TRAFFIC VIOLATION,Tuesday,SOUTHERN,"ARREST, CITED",6TH ST / JESSIE ST,-122.40924767555401,37.78139873406629
201604,2012-09-08 01:00:00,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Saturday,TENDERLOIN,NONE,TAYLOR ST / TURK ST,-122.410768766343,37.7832145190013
47024,2014-09-30 11:50:00,ASSAULT,BATTERY,Tuesday,TENDERLOIN,NONE,100 Block of MCALLISTER ST,-122.41452262258001,37.7808752665663
329374,2010-10-22 09:00:00,ASSAULT,THREATS AGAINST LIFE,Friday,NORTHERN,"ARREST, BOOKED",300 Block of VANNESS AV,-122.419916164613,37.7791854168673
694454,2005-07-12 16:00:00,OTHER OFFENSES,RESISTING ARREST,Tuesday,TARAVAL,"ARREST, BOOKED",1300 Block of LA PLAYA ST,-122.50913483919099,37.76119776776321
732636,2004-12-21 12:40:00,LARCENY/THEFT,PETTY THEFT WITH PRIOR,Tuesday,INGLESIDE,"ARREST, BOOKED",3300 Block of MISSION ST,-122.42164447844699,37.7429970144076
863724,2003-03-08 21:00:00,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Saturday,MISSION,NONE,21ST ST / SHOTWELL ST,-122.41562933245301,37.7572322279186
626747,2006-06-26 14:40:00,WARRANTS,WARRANT ARREST,Monday,NORTHERN,"ARREST, BOOKED",2100 Block of BEACH ST,-122.444447411915,37.8036530489966
785513,2004-03-31 16:20:00,DRUG/NARCOTIC,POSSESSION OF HEROIN FOR SALES,Wednesday,MISSION,"ARREST, BOOKED",23RD ST / DOLORES ST,-122.425304932763,37.7534321376043
668584,2005-11-17 16:00:00,OTHER OFFENSES,OBSCENE PHONE CALLS(S),Thursday,RICHMOND,NONE,800 Block of 42ND AV,-122.502397032247,37.7726562501994
593790,2006-12-13 16:45:00,ASSAULT,INFLICT INJURY ON COHABITEE,Wednesday,MISSION,NONE,CESAR CHAVEZ ST / SOUTH VAN NESS AV,-122.415863818297,37.7482130107284
842438,2003-06-24 18:34:00,SUSPICIOUS OCC,SUSPICIOUS PERSON,Tuesday,NORTHERN,NONE,EDDY ST / FILLMORE ST,-122.432329732358,37.7814292195185
45615,2014-10-03 17:30:00,MISSING PERSON,FOUND PERSON,Friday,SOUTHERN,NONE,BRYANT ST / 9TH ST,-122.408534526845,37.7712906694516
792657,2004-02-22 20:29:00,OTHER OFFENSES,MISCELLANEOUS STATE MISDEMEANOR,Sunday,MISSION,"ARREST, BOOKED",24TH ST / BARTLETT ST,-122.41956043789101,37.7521716091766
456398,2008-12-08 13:24:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,NORTHERN,"ARREST, CITED",WEBSTER ST / PAGE ST,-122.42899190633699,37.773245865199
30908,2014-12-13 09:02:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,PARK,"ARREST, CITED",IRVING ST / 6TH AV,-122.46310233563,37.7641782123517
688208,2005-08-11 20:00:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Thursday,BAYVIEW,NONE,200 Block of CONNECTICUT ST,-122.39762172766399,37.7631413193261
526136,2007-12-11 02:30:00,PROSTITUTION,SOLICITS TO VISIT HOUSE OF PROSTITUTION,Tuesday,TENDERLOIN,"ARREST, CITED",LARKIN ST / ELLIS ST,-122.417710344726,37.7842362877887
409610,2009-08-17 01:26:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,TENDERLOIN,"ARREST, CITED",TURK ST / HYDE ST,-122.415694922134,37.7825851968467
37518,2014-11-12 18:00:00,NON-CRIMINAL,LOST PROPERTY,Wednesday,INGLESIDE,NONE,400 Block of MARIETTA DR,-122.44486600924299,37.738168962689706
591154,2006-12-28 18:00:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Thursday,MISSION,"ARREST, BOOKED",20TH ST / MISSION ST,-122.419052694349,37.7586324051562
730147,2005-01-11 14:06:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Tuesday,SOUTHERN,"ARREST, BOOKED",1100 Block of MARKET ST,-122.41232090743601,37.780764225439796
382841,2010-01-11 00:01:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Monday,NORTHERN,NONE,1300 Block of FILLMORE ST,-122.432355641362,37.781906547674105
2651,2015-04-30 01:05:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,CENTRAL,"ARREST, CITED",MONTGOMERY ST / PINE ST,-122.402573952339,37.7918981438883
716888,2005-03-21 13:00:00,WARRANTS,ENROUTE TO ADULT AUTHORITY,Monday,TENDERLOIN,"ARREST, BOOKED",100 Block of POWELL ST,-122.40801449292,37.7859507767613
303457,2011-03-11 18:15:00,NON-CRIMINAL,FOUND PROPERTY,Friday,NORTHERN,NONE,500 Block of GOUGH ST,-122.423193268187,37.778298952396895
184254,2012-11-30 10:10:00,ROBBERY,"ROBBERY, BODILY FORCE",Friday,NORTHERN,NONE,0 Block of VANNESS AV,-122.419512541033,37.7756495714097
202888,2012-09-04 20:00:00,MISSING PERSON,MISSING ADULT,Tuesday,MISSION,NONE,600 Block of FLORIDA ST,-122.411093822635,37.7610475742041
487545,2008-06-29 15:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,BAYVIEW,NONE,100 Block of BRIDGEVIEW DR,-122.394537691058,37.7346923893626
24193,2015-01-20 01:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,NORTHERN,NONE,0 Block of HERMANN ST,-122.425963017309,37.770708123173705
429298,2009-04-28 16:00:00,PROSTITUTION,HUMAN TRAFFICKING,Tuesday,TARAVAL,"ARREST, CITED",1700 Block of 39TH AV,-122.49803444236,37.7542031661459
205874,2012-08-21 15:32:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Tuesday,PARK,"ARREST, CITED",1700 Block of FULTON ST,-122.445652525154,37.7759612670837
434345,2009-04-01 18:45:00,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Wednesday,NORTHERN,NONE,1900 Block of SACRAMENTO ST,-122.424986680473,37.79092163766529
270181,2011-09-11 00:01:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,MISSION,NONE,800 Block of SHOTWELL ST,-122.415326257835,37.7548226306308
285529,2011-06-17 20:35:00,WARRANTS,ENROUTE TO DEPARTMENT OF CORRECTIONS,Friday,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.407633520742,37.7841893501425
138548,2013-07-12 17:59:00,ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,Friday,SOUTHERN,NONE,800 Block of MARKET ST,-122.407633520742,37.7841893501425
36300,2014-11-15 16:00:00,VEHICLE THEFT,STOLEN TRUCK,Saturday,TARAVAL,NONE,1400 Block of 35TH AV,-122.49414269904,37.7599893189648
175480,2013-01-13 06:40:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Sunday,SOUTHERN,"ARREST, BOOKED",1000 Block of HARRISON ST,-122.40443970383801,37.777058307998296
425291,2009-05-15 19:15:00,WEAPON LAWS,POSS OF LOADED FIREARM,Friday,BAYVIEW,"ARREST, BOOKED",1000 Block of PALOU AV,-122.380818341183,37.728187027980496
226644,2012-05-02 20:58:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Wednesday,NORTHERN,"ARREST, BOOKED",GROVE ST / POLK ST,-122.418229899721,37.7784895366813
804143,2004-01-05 00:01:00,NON-CRIMINAL,LOST PROPERTY,Monday,INGLESIDE,NONE,300 Block of AMBER DR,-122.44168998326,37.744572363309004
548760,2007-08-12 14:25:00,ASSAULT,BATTERY,Sunday,MISSION,NONE,0 Block of CAPP ST,-122.418535416755,37.7653852856665
10444,2015-03-21 02:38:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,SOUTHERN,NONE,4TH ST / HARRISON ST,-122.39961755878201,37.78079065500671
870875,2003-02-06 07:33:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Thursday,BAYVIEW,"ARREST, BOOKED",0 Block of WESTBROOK CT,-122.382452903681,37.7349303029099
118169,2013-10-15 12:10:00,ASSAULT,STALKING,Tuesday,BAYVIEW,COMPLAINANT REFUSES TO PROSECUTE,6200 Block of 3RD ST,-122.395918665947,37.722108976156
682305,2005-09-10 07:00:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,TARAVAL,NONE,2300 Block of 30TH AV,-122.48760931927,37.7434442719791
14296,2015-03-05 10:42:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,MISSION,NONE,1000 Block of POTRERO AV,-122.406539115148,37.7564864109309
231331,2012-04-06 15:28:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,INGLESIDE,"ARREST, BOOKED",BOSWORTH ST / LIPPARD AV,-122.435838640562,37.733874419666
195905,2012-10-05 22:45:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Friday,CENTRAL,NONE,BAY ST / TAYLOR ST,-122.415245418291,37.8054165242789
319559,2010-12-15 22:14:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,RICHMOND,NONE,5700 Block of CALIFORNIA ST,-122.47912121136001,37.784094367825
36952,2014-11-14 04:00:00,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Friday,TARAVAL,NONE,100 Block of BRIGHT ST,-122.463558650423,37.71342490568829
850559,2003-05-14 17:50:00,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Wednesday,TENDERLOIN,"ARREST, BOOKED",0 Block of POWELL ST,-122.407845374111,37.7850943210103
360246,2010-05-09 09:50:00,NON-CRIMINAL,LOST PROPERTY,Sunday,SOUTHERN,NONE,4TH ST / MARKET ST,-122.405832474482,37.7857446545609
688809,2005-08-10 12:00:00,FRAUD,DEFRAUDING AN INNKEEPER,Wednesday,CENTRAL,"ARREST, BOOKED",400 Block of BEACH ST,-122.41644364341002,37.80711797306649
630323,2006-06-03 16:30:00,MISSING PERSON,MISSING ADULT,Saturday,PARK,LOCATED,1400 Block of 7TH AV,-122.46404477780399,37.7613161836641
286170,2011-06-16 00:01:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,TARAVAL,NONE,1600 Block of LINCOLN WY,-122.47565548380899,37.7654140465005
144753,2013-06-13 15:30:00,SECONDARY CODES,ATM RELATED CRIME,Thursday,SOUTHERN,NONE,MARKET ST / VANNESS AV,-122.419257894814,37.7751462916539
623734,2006-07-11 08:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,RICHMOND,NONE,200 Block of 5TH AV,-122.463346474556,37.7839076997486
770886,2004-06-08 15:30:00,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Tuesday,NORTHERN,NONE,FILLMORE ST / EDDY ST,-122.432329732358,37.7814292195185
317043,2010-12-29 23:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Wednesday,MISSION,NONE,1400 Block of VALENCIA ST,-122.420497863936,37.749686670992
632541,2006-05-21 18:00:00,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Sunday,TARAVAL,NONE,2800 Block of PACHECO ST,-122.49068948376998,37.749926063340794
849141,2003-05-18 00:45:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,INGLESIDE,NONE,0 Block of CARRIZAL ST,-122.42056575665501,37.7091965529998
608349,2006-09-23 18:30:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Saturday,NORTHERN,DISTRICT ATTORNEY REFUSES TO PROSECUTE,200 Block of LILY ST,-122.42502303078899,37.7742865360686
138740,2013-07-12 08:00:00,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Friday,NORTHERN,NONE,2300 Block of NORTHPOINT ST,-122.445913521231,37.8025116133161
177308,2013-01-08 18:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,SOUTHERN,NONE,2ND ST / TOWNSEND ST,-122.390531404145,37.780607079847705
660094,2005-12-31 18:30:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Saturday,NORTHERN,NOT PROSECUTED,2100 Block of LARKIN ST,-122.420342483795,37.7975886223836
323132,2010-11-21 22:30:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Sunday,TARAVAL,NONE,900 Block of RIVERA ST,-122.47647755445801,37.7468116477445
849484,2003-05-17 00:30:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,SOUTHERN,"ARREST, BOOKED",MISSION ST / 8TH ST,-122.41316085097701,37.7774566611578
726717,2005-01-26 21:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,MISSION,NONE,2200 Block of MARIPOSA ST,-122.405937388162,37.76322311756429
584071,2007-02-07 08:00:00,NON-CRIMINAL,LOST PROPERTY,Wednesday,MISSION,NONE,24TH ST / MISSION ST,-122.418448186101,37.7522391652625
852582,2003-05-02 18:30:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,TARAVAL,NONE,1200 Block of 46TH AV,-122.506193093334,37.7632044590638
565057,2007-05-19 13:49:00,ASSAULT,BATTERY,Saturday,TENDERLOIN,NONE,400 Block of LEAVENWORTH ST,-122.41459383195401,37.7851199839553
743255,2004-10-25 17:58:00,MISSING PERSON,MISSING JUVENILE,Monday,TARAVAL,NONE,1600 Block of 48TH AV,-122.507668947457,37.7556527462069
435186,2009-03-30 22:30:00,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Monday,INGLESIDE,NONE,0 Block of DELTA ST,-122.406893517367,37.718857281409
247557,2012-01-13 02:09:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Friday,CENTRAL,NONE,0 Block of BERNARD ST,-122.41427932973,37.7963631160042
661729,2005-12-27 13:59:00,OTHER OFFENSES,RECKLESS DRIVING,Tuesday,TARAVAL,"ARREST, CITED",45TH AV / PACHECO ST,-122.50407088095699,37.7492813861279
463920,2008-10-29 15:50:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,BAYVIEW,"ARREST, CITED",3RD ST / 22ND ST,-122.388318045049,37.757939423202
120551,2013-10-03 12:00:00,NON-CRIMINAL,LOST PROPERTY,Thursday,TARAVAL,NONE,1600 Block of HOLLOWAY AV,-122.47827820633199,37.7209451616295
26924,2015-01-06 15:17:00,DRUG/NARCOTIC,PLANTING/CULTIVATING MARIJUANA,Tuesday,TARAVAL,"ARREST, BOOKED",2100 Block of RIVERA ST,-122.489349045404,37.7461333417376
715300,2005-03-25 12:29:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,MISSION,"ARREST, CITED",800 Block of VALENCIA ST,-122.421457875126,37.7597178171657
103696,2013-12-26 15:00:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,CENTRAL,NONE,STOCKTON ST / JACKSON ST,-122.408254664048,37.7958223141329
54201,2014-08-23 09:00:00,ASSAULT,INFLICT INJURY ON COHABITEE,Saturday,MISSION,"ARREST, BOOKED",3500 Block of 21ST ST,-122.42734463194701,37.7565821131386
79039,2014-04-28 16:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,INGLESIDE,NONE,3600 Block of MISSION ST,-122.424064420756,37.7381137530392
209002,2012-08-06 09:50:00,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Monday,TARAVAL,PROSECUTED BY OUTSIDE AGENCY,1800 Block of 42ND AV,-122.501120524039,37.7521990717796
270216,2011-09-10 23:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,TENDERLOIN,NONE,300 Block of EDDY ST,-122.412930522059,37.7838344374141
86495,2014-03-20 13:02:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Thursday,MISSION,NONE,1000 Block of POTRERO AV,-122.406539115148,37.7564864109309
849734,2003-05-16 14:30:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Friday,PARK,NONE,1100 Block of HAYES ST,-122.435310896707,37.775255150612296
268821,2011-09-21 16:50:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Wednesday,CENTRAL,NONE,COLUMBUS AV / FRANCISCO ST,-122.41605582427,37.8043540452454
669702,2005-11-14 20:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,INGLESIDE,NONE,PIOCHE ST / GAMBIER ST,-122.422347475942,37.7280493029712
716271,2005-03-23 00:40:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,TARAVAL,NONE,3000 Block of SAN JOSE AV,-122.457441212767,37.7098427794823
490558,2008-06-14 15:50:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Saturday,INGLESIDE,NONE,4600 Block of MISSION ST,-122.435041282959,37.72425604704209
843422,2003-06-15 01:00:00,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Sunday,INGLESIDE,NONE,400 Block of CAYUGA AV,-122.434884562129,37.7295574699241
767247,2004-06-24 16:30:00,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Thursday,PARK,NONE,0 Block of DEVONSHIRE WY,-122.460919930363,37.7548065369185
474755,2008-09-05 09:44:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Friday,SOUTHERN,"ARREST, BOOKED",400 Block of STEVENSON ST,-122.40856003729601,37.7825859895625
863077,2003-03-17 16:00:00,ASSAULT,ATTEMPTED SIMPLE ASSAULT,Monday,MISSION,PSYCHOPATHIC CASE,1000 Block of POTRERO AV,-122.406539115148,37.7564864109309
602157,2006-10-31 00:36:00,RECOVERED VEHICLE,RECOVERED VEHICLE - STOLEN OUTSIDE SF,Tuesday,TENDERLOIN,NONE,0 Block of JONES ST,-122.412054141237,37.7816136403158
855920,2003-04-17 19:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,NORTHERN,NONE,FILLMORE ST / HAIGHT ST,-122.430436523482,37.7721069661715
520914,2008-01-09 21:00:00,PROSTITUTION,SOLICITS TO VISIT HOUSE OF PROSTITUTION,Wednesday,TENDERLOIN,"ARREST, CITED",ELLIS ST / HYDE ST,-122.41607528505101,37.78444966127911
649280,2006-02-24 22:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,INGLESIDE,UNFOUNDED,800 Block of FAXON AV,-122.460089076347,37.7292312799716
563408,2007-05-30 22:34:00,OTHER OFFENSES,PROBATION VIOLATION,Wednesday,SOUTHERN,"ARREST, BOOKED",900 Block of MARKET ST,-122.40970842372101,37.78282764988379
853022,2003-05-01 19:00:00,SECONDARY CODES,DOMESTIC VIOLENCE,Thursday,MISSION,NONE,22ND ST / MISSION ST,-122.418748733531,37.755437187514296
447951,2009-01-22 07:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,BAYVIEW,NONE,1900 Block of NEWCOMB AV,-122.396295540136,37.7389887840043
10926,2015-03-20 01:20:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,BAYVIEW,NONE,23RD ST / TENNESSEE ST,-122.389002481424,37.7553298817586
204654,2012-08-24 15:15:00,BURGLARY,"BURGLARY,RESIDENCE UNDER CONSTRT, UNLAWFUL ENTRY",Friday,NORTHERN,NONE,1200 Block of SUTTER ST,-122.42094190608499,37.787596162201204
224275,2012-05-15 22:30:00,FRAUD,FALSE REPORT OF EMERGENCY,Tuesday,TENDERLOIN,"ARREST, BOOKED",GOLDEN GATE AV / JONES ST,-122.412224164736,37.7820729312029
181296,2012-12-14 23:33:00,PROSTITUTION,LOITERING FOR PURPOSE OF PROSTITUTION,Friday,NORTHERN,"ARREST, CITED",LARKIN ST / SUTTER ST,-122.418467747931,37.7879652569797
394496,2009-10-28 00:30:00,VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Wednesday,BAYVIEW,NONE,3RD ST / EVANS AV,-122.38792738760901,37.7427030847405
666578,2005-11-29 23:30:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Tuesday,RICHMOND,NONE,800 Block of 41ST AV,-122.501463002043,37.7726989999647
786191,2004-03-29 22:22:00,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Monday,MISSION,NONE,HAMPSHIRE ST / 17TH ST,-122.40842740755,37.7644278689213
818456,2003-10-16 21:00:00,OTHER OFFENSES,MISCELLANEOUS STATE MISDEMEANOR,Thursday,TENDERLOIN,"ARREST, CITED",OFARRELL ST / HYDE ST,-122.41626183684099,37.7853750846147
260980,2011-11-02 16:00:00,NON-CRIMINAL,TARASOFF REPORT,Wednesday,MISSION,NONE,2100 Block of MISSION ST,-122.41947048851499,37.762270173991396
197214,2012-10-02 18:15:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,SOUTHERN,NONE,0 Block of SPEAR ST,-122.39487068808201,37.793107178894
29440,2014-12-23 20:13:00,ARSON,ARSON,Tuesday,MISSION,"ARREST, BOOKED",2100 Block of MARKET ST,-122.42978898698799,37.7666521474762
740189,2004-11-09 13:15:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,INGLESIDE,PSYCHOPATHIC CASE,600 Block of HOLLYPARK CR,-122.42103330917,37.736906923565705
872726,2003-01-25 16:53:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Saturday,NORTHERN,"ARREST, BOOKED",HEMLOCK ST / POLK ST,-122.420021471054,37.7872807075879
417184,2009-07-06 15:44:00,OTHER OFFENSES,PROBATION VIOLATION,Monday,SOUTHERN,LOCATED,MARKET ST / POWELL ST,-122.40754585593099,37.784401179486
125885,2013-09-07 14:40:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,TENDERLOIN,NONE,HYDE ST / FULTON ST,-122.415127837608,37.7797870676495
426990,2009-05-11 14:40:00,OTHER OFFENSES,CONSPIRACY,Monday,NORTHERN,JUVENILE BOOKED,GOLDEN GATE AV / FRANKLIN ST,-122.422090267887,37.780821970832896
680708,2005-09-21 14:29:00,OTHER OFFENSES,PAROLE VIOLATION,Wednesday,SOUTHERN,"ARREST, BOOKED",100 Block of 12TH ST,-122.41762831134301,37.7719781799261
49916,2014-09-16 15:43:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Tuesday,SOUTHERN,"ARREST, BOOKED",800 Block of BRYANT ST,-122.40340479147899,37.775420706711
233531,2012-03-24 13:20:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Saturday,SOUTHERN,"ARREST, CITED",100 Block of 6TH ST,-122.40747443962401,37.779911669335
203997,2012-08-25 23:00:00,NON-CRIMINAL,LOST PROPERTY,Saturday,SOUTHERN,NONE,300 Block of 11TH ST,-122.413189430011,37.77127369135761
831385,2003-08-19 15:22:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Tuesday,TENDERLOIN,"ARREST, BOOKED",0 Block of MASON ST,-122.409129633669,37.7838066631424
418161,2009-06-26 21:25:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,SOUTHERN,NONE,500 Block of MINNA ST,-122.409793939547,37.77918239334621
246361,2012-01-23 10:45:00,NON-CRIMINAL,LOST PROPERTY,Monday,CENTRAL,NONE,300 Block of POWELL ST,-122.40838427554199,37.7878271137225
277401,2011-07-31 23:50:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,MISSION,NONE,ERIE ST / MISSION ST,-122.420034521733,37.769043728757
121717,2013-09-30 22:20:00,ROBBERY,"ROBBERY, ARMED WITH A GUN",Monday,NORTHERN,NONE,1000 Block of POST ST,-122.41912629534201,37.7869849580362
463654,2008-10-30 09:17:00,LARCENY/THEFT,PETTY THEFT WITH PRIOR,Thursday,RICHMOND,"ARREST, BOOKED",0 Block of POINTLOBOS AV,-122.503532566149,37.7796037333321
